userID,merchantID,transactionID,datetime,day_of_week,amount,is_fraud
USER_0231,MERCH_091,TXN_00002734,2024-02-16 10:41:00,Friday,6289.56,0
USER_0200,MERCH_055,TXN_00002755,2024-02-16 10:57:00,Friday,7412.98,0
USER_0284,MERCH_045,TXN_00003073,2024-02-16 12:09:00,Friday,11130.1,0
USER_0169,MERCH_023,TXN_00002330,2024-02-16 12:43:00,Friday,3301.42,0
USER_0152,MERCH_030,TXN_00000104,2024-02-16 13:45:00,Friday,2920.18,0
USER_0446,MERCH_081,TXN_00002116,2024-02-16 14:27:00,Friday,5632.4,0
USER_0313,MERCH_024,TXN_00003458,2024-02-16 15:19:00,Friday,2783.65,0
USER_0347,MERCH_069,TXN_00001400,2024-02-16 15:39:00,Friday,6819.78,0
USER_0031,MERCH_001,TXN_00002712,2024-02-16 17:06:00,Friday,4613.89,0
USER_0011,MERCH_017,TXN_00001417,2024-02-16 17:49:00,Friday,1364.28,0
USER_0485,MERCH_052,TXN_00001255,2024-02-16 19:30:00,Friday,7924.92,0
USER_0334,MERCH_027,TXN_00002367,2024-02-16 20:26:00,Friday,2444.33,0
USER_0387,MERCH_093,TXN_00003129,2024-02-16 20:49:00,Friday,3228.92,0
USER_0488,MERCH_092,TXN_00001690,2024-02-17 04:43:00,Saturday,6945.85,0
USER_0333,MERCH_095,TXN_00004547,2024-02-17 05:10:00,Saturday,17541.86,1
USER_0205,MERCH_076,TXN_00004587,2024-02-17 06:47:00,Saturday,18955.92,1
USER_0128,MERCH_081,TXN_00000474,2024-02-17 08:24:00,Saturday,3513.78,0
USER_0163,MERCH_040,TXN_00003293,2024-02-17 08:49:00,Saturday,4096.1,0
USER_0008,MERCH_024,TXN_00002745,2024-02-17 09:04:00,Saturday,3701.58,0
USER_0156,MERCH_031,TXN_00001133,2024-02-17 09:22:00,Saturday,3499.31,0
USER_0251,MERCH_032,TXN_00001596,2024-02-17 09:36:00,Saturday,3034.61,0
USER_0094,MERCH_070,TXN_00004542,2024-02-17 10:05:00,Saturday,18666.02,1
USER_0468,MERCH_085,TXN_00000785,2024-02-17 10:18:00,Saturday,5545.88,0
USER_0183,MERCH_033,TXN_00003244,2024-02-17 11:25:00,Saturday,2934.89,0
USER_0248,MERCH_004,TXN_00001186,2024-02-17 12:17:00,Saturday,5103.21,0
USER_0347,MERCH_013,TXN_00002752,2024-02-17 12:29:00,Saturday,3829.94,0
USER_0438,MERCH_031,TXN_00003894,2024-02-17 13:01:00,Saturday,3566.52,0
USER_0197,MERCH_010,TXN_00003511,2024-02-17 13:08:00,Saturday,6690.68,0
USER_0493,MERCH_082,TXN_00004451,2024-02-17 14:06:00,Saturday,16956.17,1
USER_0337,MERCH_005,TXN_00000358,2024-02-17 14:13:00,Saturday,6265.78,0
USER_0235,MERCH_027,TXN_00004618,2024-02-17 14:33:00,Saturday,16848.45,1
USER_0328,MERCH_020,TXN_00003528,2024-02-17 15:08:00,Saturday,6598.44,0
USER_0385,MERCH_025,TXN_00000553,2024-02-17 15:14:00,Saturday,7894.16,0
USER_0122,MERCH_032,TXN_00002128,2024-02-17 16:20:00,Saturday,1669.08,0
USER_0251,MERCH_091,TXN_00000283,2024-02-17 16:23:00,Saturday,1767.23,0
USER_0043,MERCH_046,TXN_00002088,2024-02-17 16:39:00,Saturday,3924.17,0
USER_0066,MERCH_100,TXN_00002617,2024-02-17 16:49:00,Saturday,7782.2,0
USER_0121,MERCH_042,TXN_00003393,2024-02-17 18:53:00,Saturday,5070.86,0
USER_0274,MERCH_068,TXN_00001567,2024-02-17 19:04:00,Saturday,6808.95,0
USER_0065,MERCH_018,TXN_00000874,2024-02-17 19:09:00,Saturday,4406.91,0
USER_0238,MERCH_007,TXN_00003944,2024-02-17 19:49:00,Saturday,2373.24,0
USER_0472,MERCH_058,TXN_00004481,2024-02-17 21:21:00,Saturday,16548.66,1
USER_0292,MERCH_090,TXN_00002358,2024-02-17 22:30:00,Saturday,5957.13,0
USER_0073,MERCH_094,TXN_00003185,2024-02-17 22:37:00,Saturday,6193.35,0
USER_0085,MERCH_042,TXN_00004669,2024-02-18 01:17:00,Sunday,17675.09,1
USER_0288,MERCH_079,TXN_00004428,2024-02-18 05:05:00,Sunday,18531.95,1
USER_0299,MERCH_076,TXN_00000468,2024-02-18 10:04:00,Sunday,5521.91,0
USER_0118,MERCH_076,TXN_00003150,2024-02-18 12:36:00,Sunday,6581.01,0
USER_0252,MERCH_016,TXN_00003155,2024-02-18 12:41:00,Sunday,13642.5,0
USER_0316,MERCH_076,TXN_00004529,2024-02-18 12:52:00,Sunday,18691.8,1
USER_0111,MERCH_019,TXN_00002001,2024-02-18 12:54:00,Sunday,6865.52,0
USER_0180,MERCH_056,TXN_00001660,2024-02-18 12:59:00,Sunday,6415.29,0
USER_0287,MERCH_060,TXN_00000317,2024-02-18 13:25:00,Sunday,1021.11,0
USER_0269,MERCH_050,TXN_00003802,2024-02-18 13:58:00,Sunday,5235.71,0
USER_0370,MERCH_091,TXN_00001748,2024-02-18 15:00:00,Sunday,4791.89,0
USER_0328,MERCH_054,TXN_00000196,2024-02-18 15:20:00,Sunday,7633.3,0
USER_0271,MERCH_100,TXN_00001925,2024-02-18 15:25:00,Sunday,1044.48,0
USER_0040,MERCH_073,TXN_00002763,2024-02-18 15:44:00,Sunday,1885.53,0
USER_0435,MERCH_058,TXN_00003855,2024-02-18 15:50:00,Sunday,7569.53,0
USER_0430,MERCH_027,TXN_00001545,2024-02-18 16:26:00,Sunday,7714.52,0
USER_0165,MERCH_003,TXN_00000726,2024-02-18 17:11:00,Sunday,9975.52,0
USER_0106,MERCH_035,TXN_00000528,2024-02-18 17:55:00,Sunday,6373.01,0
USER_0168,MERCH_076,TXN_00001565,2024-02-18 18:18:00,Sunday,6483.14,0
USER_0354,MERCH_069,TXN_00001261,2024-02-18 18:36:00,Sunday,7455.01,0
USER_0115,MERCH_017,TXN_00002856,2024-02-18 19:41:00,Sunday,5187.5,0
USER_0361,MERCH_034,TXN_00001918,2024-02-18 20:08:00,Sunday,3875.45,0
USER_0402,MERCH_042,TXN_00001750,2024-02-18 20:19:00,Sunday,2418.67,0
USER_0442,MERCH_069,TXN_00001373,2024-02-18 20:25:00,Sunday,4754.92,0
USER_0151,MERCH_025,TXN_00002437,2024-02-18 23:42:00,Sunday,3640.9,0
USER_0158,MERCH_098,TXN_00002619,2024-02-19 03:16:00,Monday,14216.83,0
USER_0466,MERCH_034,TXN_00001944,2024-02-19 09:21:00,Monday,4293.52,0
USER_0333,MERCH_036,TXN_00000251,2024-02-19 10:47:00,Monday,4624.22,0
USER_0358,MERCH_052,TXN_00001335,2024-02-19 11:38:00,Monday,4714.41,0
USER_0386,MERCH_058,TXN_00002394,2024-02-19 11:47:00,Monday,5390.45,0
USER_0459,MERCH_098,TXN_00003820,2024-02-19 11:50:00,Monday,4876.42,0
USER_0402,MERCH_066,TXN_00002630,2024-02-19 12:51:00,Monday,13547.92,0
USER_0390,MERCH_018,TXN_00001876,2024-02-19 13:14:00,Monday,4944.78,0
USER_0226,MERCH_016,TXN_00001932,2024-02-19 15:28:00,Monday,6979.32,0
USER_0001,MERCH_100,TXN_00003481,2024-02-19 15:28:00,Monday,4741.82,0
USER_0258,MERCH_097,TXN_00003410,2024-02-19 15:47:00,Monday,6591.74,0
USER_0073,MERCH_095,TXN_00002115,2024-02-19 15:55:00,Monday,3217.06,0
USER_0321,MERCH_071,TXN_00003823,2024-02-19 16:24:00,Monday,4344.76,0
USER_0304,MERCH_055,TXN_00003339,2024-02-19 17:22:00,Monday,6182.93,0
USER_0119,MERCH_077,TXN_00000799,2024-02-19 19:22:00,Monday,6458.78,0
USER_0318,MERCH_013,TXN_00001221,2024-02-19 19:29:00,Monday,5114.69,0
USER_0023,MERCH_038,TXN_00001695,2024-02-19 21:06:00,Monday,6656.24,0
USER_0330,MERCH_021,TXN_00002894,2024-02-19 22:44:00,Monday,6576.43,0
USER_0134,MERCH_060,TXN_00004331,2024-02-20 01:04:00,Tuesday,16227.73,1
USER_0371,MERCH_092,TXN_00004619,2024-02-20 03:03:00,Tuesday,18920.86,1
USER_0311,MERCH_040,TXN_00003827,2024-02-20 09:47:00,Tuesday,6811.25,0
USER_0160,MERCH_066,TXN_00002491,2024-02-20 09:53:00,Tuesday,11349.44,0
USER_0103,MERCH_042,TXN_00001865,2024-02-20 10:13:00,Tuesday,4214.35,0
USER_0160,MERCH_009,TXN_00001213,2024-02-20 10:30:00,Tuesday,1168.16,0
USER_0348,MERCH_096,TXN_00002725,2024-02-20 11:12:00,Tuesday,4885.62,0
USER_0238,MERCH_054,TXN_00001632,2024-02-20 11:18:00,Tuesday,4949.46,0
USER_0112,MERCH_073,TXN_00002583,2024-02-20 11:20:00,Tuesday,2086.34,0
USER_0154,MERCH_034,TXN_00000465,2024-02-20 11:25:00,Tuesday,4891.68,0
USER_0174,MERCH_070,TXN_00000851,2024-02-20 11:30:00,Tuesday,8354.14,0
USER_0369,MERCH_016,TXN_00000796,2024-02-20 11:48:00,Tuesday,7810.27,0
USER_0476,MERCH_085,TXN_00000185,2024-02-20 13:11:00,Tuesday,6336.87,0
USER_0497,MERCH_044,TXN_00001003,2024-02-20 13:47:00,Tuesday,2556.5,0
USER_0447,MERCH_025,TXN_00002686,2024-02-20 13:50:00,Tuesday,3814.45,0
USER_0085,MERCH_088,TXN_00002413,2024-02-20 14:02:00,Tuesday,6460.33,0
USER_0040,MERCH_047,TXN_00001487,2024-02-20 14:15:00,Tuesday,4790.98,0
USER_0111,MERCH_009,TXN_00002168,2024-02-20 15:02:00,Tuesday,6813.16,0
USER_0392,MERCH_041,TXN_00002710,2024-02-20 15:06:00,Tuesday,2966.51,0
USER_0431,MERCH_018,TXN_00003527,2024-02-20 15:28:00,Tuesday,4142.37,0
USER_0393,MERCH_029,TXN_00003608,2024-02-20 15:47:00,Tuesday,6058.0,0
USER_0157,MERCH_048,TXN_00001168,2024-02-20 16:50:00,Tuesday,6486.55,0
USER_0404,MERCH_084,TXN_00001198,2024-02-20 17:57:00,Tuesday,5701.29,0
USER_0235,MERCH_037,TXN_00003798,2024-02-20 18:24:00,Tuesday,4492.91,0
USER_0225,MERCH_049,TXN_00000624,2024-02-20 19:30:00,Tuesday,2539.06,0
USER_0472,MERCH_047,TXN_00001318,2024-02-20 19:44:00,Tuesday,2035.19,0
USER_0397,MERCH_086,TXN_00002414,2024-02-20 20:05:00,Tuesday,6302.91,0
USER_0253,MERCH_081,TXN_00002800,2024-02-20 20:42:00,Tuesday,8712.92,0
USER_0479,MERCH_009,TXN_00000319,2024-02-21 07:18:00,Wednesday,6382.8,0
USER_0352,MERCH_029,TXN_00000495,2024-02-21 10:18:00,Wednesday,2827.89,0
USER_0356,MERCH_012,TXN_00002902,2024-02-21 11:12:00,Wednesday,3646.58,0
USER_0118,MERCH_081,TXN_00001746,2024-02-21 12:17:00,Wednesday,6690.97,0
USER_0243,MERCH_018,TXN_00000801,2024-02-21 12:26:00,Wednesday,1105.1,0
USER_0116,MERCH_032,TXN_00002874,2024-02-21 12:51:00,Wednesday,1542.84,0
USER_0377,MERCH_084,TXN_00000406,2024-02-21 13:28:00,Wednesday,7035.4,0
USER_0144,MERCH_054,TXN_00002164,2024-02-21 13:57:00,Wednesday,1992.87,0
USER_0401,MERCH_097,TXN_00000840,2024-02-21 14:17:00,Wednesday,4479.38,0
USER_0213,MERCH_087,TXN_00001533,2024-02-21 15:00:00,Wednesday,6533.57,0
USER_0380,MERCH_070,TXN_00000002,2024-02-21 15:01:00,Wednesday,2628.63,0
USER_0199,MERCH_067,TXN_00003382,2024-02-21 15:27:00,Wednesday,2459.0,0
USER_0146,MERCH_040,TXN_00001825,2024-02-21 16:16:00,Wednesday,10952.74,0
USER_0359,MERCH_031,TXN_00000889,2024-02-21 17:21:00,Wednesday,14771.45,0
USER_0082,MERCH_023,TXN_00001134,2024-02-21 17:51:00,Wednesday,4014.34,0
USER_0331,MERCH_047,TXN_00000249,2024-02-21 18:38:00,Wednesday,4149.46,0
USER_0003,MERCH_070,TXN_00003321,2024-02-21 18:47:00,Wednesday,7507.4,0
USER_0158,MERCH_003,TXN_00001061,2024-02-21 18:53:00,Wednesday,6592.59,0
USER_0190,MERCH_024,TXN_00000972,2024-02-21 20:42:00,Wednesday,3406.93,0
USER_0088,MERCH_030,TXN_00003163,2024-02-21 21:46:00,Wednesday,4151.47,0
USER_0041,MERCH_051,TXN_00000508,2024-02-21 23:32:00,Wednesday,4617.72,0
USER_0129,MERCH_073,TXN_00004494,2024-02-21 23:41:00,Wednesday,16058.77,1
USER_0428,MERCH_058,TXN_00000918,2024-02-22 00:21:00,Thursday,6514.45,0
USER_0086,MERCH_065,TXN_00002268,2024-02-22 02:13:00,Thursday,7963.0,0
USER_0017,MERCH_065,TXN_00004632,2024-02-22 03:36:00,Thursday,19217.22,1
USER_0480,MERCH_096,TXN_00000302,2024-02-22 04:00:00,Thursday,5219.48,0
USER_0039,MERCH_089,TXN_00000050,2024-02-22 08:53:00,Thursday,4867.68,0
USER_0261,MERCH_052,TXN_00000280,2024-02-22 09:08:00,Thursday,6627.76,0
USER_0178,MERCH_092,TXN_00003923,2024-02-22 10:22:00,Thursday,7628.14,0
USER_0411,MERCH_014,TXN_00002556,2024-02-22 10:49:00,Thursday,4196.43,0
USER_0468,MERCH_023,TXN_00000301,2024-02-22 11:53:00,Thursday,4467.69,0
USER_0296,MERCH_013,TXN_00000766,2024-02-22 13:46:00,Thursday,3670.82,0
USER_0328,MERCH_076,TXN_00003899,2024-02-22 14:47:00,Thursday,1306.99,0
USER_0396,MERCH_022,TXN_00001147,2024-02-22 15:42:00,Thursday,9057.51,0
USER_0070,MERCH_009,TXN_00000238,2024-02-22 16:18:00,Thursday,6537.76,0
USER_0237,MERCH_003,TXN_00001685,2024-02-22 16:22:00,Thursday,6910.28,0
USER_0318,MERCH_043,TXN_00002538,2024-02-22 18:01:00,Thursday,2175.44,0
USER_0135,MERCH_005,TXN_00003869,2024-02-22 18:09:00,Thursday,6532.17,0
USER_0115,MERCH_058,TXN_00002324,2024-02-22 19:52:00,Thursday,7330.66,0
USER_0287,MERCH_100,TXN_00003649,2024-02-22 20:08:00,Thursday,1621.1,0
USER_0296,MERCH_026,TXN_00002535,2024-02-22 20:50:00,Thursday,3227.78,0
USER_0340,MERCH_019,TXN_00002083,2024-02-23 01:08:00,Friday,4309.69,0
USER_0386,MERCH_070,TXN_00002178,2024-02-23 02:21:00,Friday,7017.98,0
USER_0493,MERCH_054,TXN_00003766,2024-02-23 04:50:00,Friday,4115.56,0
USER_0190,MERCH_017,TXN_00001085,2024-02-23 08:37:00,Friday,2189.07,0
USER_0432,MERCH_090,TXN_00002147,2024-02-23 09:14:00,Friday,7649.76,0
USER_0062,MERCH_051,TXN_00000736,2024-02-23 09:37:00,Friday,4326.89,0
USER_0072,MERCH_024,TXN_00002236,2024-02-23 09:54:00,Friday,1752.23,0
USER_0342,MERCH_020,TXN_00000971,2024-02-23 10:20:00,Friday,4086.22,0
USER_0395,MERCH_052,TXN_00002155,2024-02-23 10:24:00,Friday,6199.69,0
USER_0366,MERCH_011,TXN_00000208,2024-02-23 11:15:00,Friday,7936.9,0
USER_0090,MERCH_058,TXN_00002199,2024-02-23 11:18:00,Friday,3987.12,0
USER_0086,MERCH_028,TXN_00000510,2024-02-23 11:27:00,Friday,5781.88,0
USER_0197,MERCH_041,TXN_00001716,2024-02-23 11:52:00,Friday,14176.81,0
USER_0069,MERCH_045,TXN_00003162,2024-02-23 11:59:00,Friday,5586.46,0
USER_0221,MERCH_017,TXN_00000051,2024-02-23 14:57:00,Friday,5774.47,0
USER_0176,MERCH_011,TXN_00003977,2024-02-23 15:51:00,Friday,7362.0,0
USER_0062,MERCH_068,TXN_00002998,2024-02-23 17:15:00,Friday,7877.64,0
USER_0304,MERCH_021,TXN_00000653,2024-02-23 17:57:00,Friday,1391.38,0
USER_0008,MERCH_095,TXN_00002827,2024-02-23 18:41:00,Friday,3952.28,0
USER_0302,MERCH_062,TXN_00002190,2024-02-23 18:43:00,Friday,1220.63,0
USER_0448,MERCH_002,TXN_00003764,2024-02-23 19:05:00,Friday,7992.54,0
USER_0420,MERCH_070,TXN_00003620,2024-02-23 19:53:00,Friday,2470.92,0
USER_0185,MERCH_091,TXN_00001015,2024-02-23 20:05:00,Friday,1810.06,0
USER_0496,MERCH_086,TXN_00002365,2024-02-23 20:14:00,Friday,13214.42,0
USER_0480,MERCH_042,TXN_00000733,2024-02-23 20:47:00,Friday,11646.96,0
USER_0267,MERCH_069,TXN_00002459,2024-02-23 20:53:00,Friday,1148.78,0
USER_0231,MERCH_034,TXN_00001504,2024-02-23 22:39:00,Friday,8400.35,0
USER_0016,MERCH_085,TXN_00004457,2024-02-23 23:47:00,Friday,16134.01,1
USER_0249,MERCH_044,TXN_00000418,2024-02-24 00:06:00,Saturday,6856.92,0
USER_0207,MERCH_056,TXN_00004644,2024-02-24 01:54:00,Saturday,16682.83,1
USER_0149,MERCH_009,TXN_00004656,2024-02-24 02:17:00,Saturday,16354.3,1
USER_0320,MERCH_026,TXN_00002384,2024-02-24 05:54:00,Saturday,4299.69,0
USER_0410,MERCH_079,TXN_00000831,2024-02-24 06:21:00,Saturday,6642.3,0
USER_0481,MERCH_005,TXN_00002814,2024-02-24 06:32:00,Saturday,7806.13,0
USER_0338,MERCH_048,TXN_00004642,2024-02-24 08:06:00,Saturday,19507.51,1
USER_0415,MERCH_040,TXN_00003916,2024-02-24 08:11:00,Saturday,7876.78,0
USER_0028,MERCH_071,TXN_00002595,2024-02-24 09:16:00,Saturday,4422.62,0
USER_0002,MERCH_016,TXN_00001170,2024-02-24 10:26:00,Saturday,3167.91,0
USER_0129,MERCH_060,TXN_00002629,2024-02-24 10:35:00,Saturday,1829.57,0
USER_0190,MERCH_002,TXN_00003074,2024-02-24 12:43:00,Saturday,3732.64,0
USER_0169,MERCH_001,TXN_00003429,2024-02-24 16:07:00,Saturday,7558.41,0
USER_0454,MERCH_049,TXN_00000504,2024-02-24 16:16:00,Saturday,2843.81,0
USER_0178,MERCH_088,TXN_00002773,2024-02-24 16:20:00,Saturday,4540.58,0
USER_0027,MERCH_023,TXN_00000450,2024-02-24 17:25:00,Saturday,4255.66,0
USER_0251,MERCH_084,TXN_00000921,2024-02-24 18:15:00,Saturday,1913.76,0
USER_0129,MERCH_078,TXN_00003383,2024-02-24 18:52:00,Saturday,3999.97,0
USER_0249,MERCH_094,TXN_00001739,2024-02-24 19:19:00,Saturday,2549.17,0
USER_0097,MERCH_013,TXN_00003038,2024-02-24 19:20:00,Saturday,2891.07,0
USER_0358,MERCH_073,TXN_00001275,2024-02-24 20:15:00,Saturday,2105.53,0
USER_0039,MERCH_043,TXN_00002754,2024-02-24 20:27:00,Saturday,7278.21,0
USER_0212,MERCH_023,TXN_00002169,2024-02-24 21:42:00,Saturday,6386.73,0
USER_0423,MERCH_024,TXN_00003519,2024-02-25 00:39:00,Sunday,4012.68,0
USER_0025,MERCH_073,TXN_00004415,2024-02-25 02:51:00,Sunday,18408.32,1
USER_0140,MERCH_025,TXN_00004466,2024-02-25 04:10:00,Sunday,17871.5,1
USER_0480,MERCH_030,TXN_00003640,2024-02-25 05:12:00,Sunday,7933.36,0
USER_0101,MERCH_005,TXN_00002254,2024-02-25 05:48:00,Sunday,5949.73,0
USER_0048,MERCH_073,TXN_00003860,2024-02-25 05:52:00,Sunday,7229.99,0
USER_0432,MERCH_096,TXN_00004316,2024-02-25 07:53:00,Sunday,16471.32,1
USER_0417,MERCH_079,TXN_00002494,2024-02-25 09:04:00,Sunday,1391.9,0
USER_0339,MERCH_014,TXN_00000556,2024-02-25 09:44:00,Sunday,4110.2,0
